iter	Logloss
412	0.08534616083
413	0.0853180485
414	0.08529136491
415	0.08524563554
416	0.08521101593
417	0.08516265505
418	0.08512831262
419	0.08509733103
420	0.0850644123
421	0.08504004954
422	0.08501005149
423	0.08496813227
424	0.08492400839
425	0.08485346279
426	0.08480739272
427	0.08476891275
428	0.08473779427
429	0.08471618425
430	0.08468279124
431	0.08464895362
432	0.08461476896
433	0.08458863284
434	0.08455498225
435	0.08451172469
436	0.0844757892
437	0.08443851859
438	0.08438118298
439	0.08435508646
440	0.08433665939
441	0.08430604574
442	0.08428765689
443	0.08424955338
444	0.0841922813
445	0.08417922377
446	0.0841300105
447	0.08408228393
448	0.08402632398
449	0.08399874639
450	0.08396299383
451	0.08394146674
452	0.08390998851
453	0.08386422233
454	0.08383985104
455	0.08377646973
456	0.08372587061
457	0.08371088028
458	0.08363936366
459	0.08361370427
460	0.08358499878
461	0.08352050452
462	0.08348615651
463	0.08344509317
464	0.0834030046
465	0.08336687218
466	0.08332824906
467	0.08331449413
468	0.08326393555
469	0.0832391221
470	0.08319083963
471	0.08314400306
472	0.08308713893
473	0.08306312236
474	0.08303590245
475	0.08299947937
476	0.08296488109
477	0.08295325361
478	0.08292730198
479	0.08288433682
480	0.0828484673
481	0.08284846556
482	0.08283616662
483	0.08281252215
484	0.08277303645
485	0.08276076475
486	0.08274104835
487	0.08270440267
488	0.0826341264
489	0.08259837261
490	0.08256163346
491	0.08253020222
492	0.0825124462
493	0.0824594904
494	0.08243331591
495	0.08240598121
496	0.08238025863
497	0.08234254785
498	0.0823126437
499	0.08228741655
500	0.08225456665
501	0.08222731096
502	0.08217900831
503	0.08213202892
504	0.08211288375
505	0.08208993905
506	0.08205086088
507	0.08203503061
508	0.0820101089
509	0.08198015358
510	0.08195055253
511	0.08192243968
512	0.08190066709
513	0.08188108654
514	0.08185840177
515	0.08181728787
516	0.08177671846
517	0.08177669314
518	0.08177515518
519	0.08170882847
520	0.08167743073
521	0.08163380984
522	0.08160576713
523	0.0815772725
524	0.08155284613
525	0.08153240789
526	0.08149378128
527	0.08145036847
528	0.08143549955
529	0.08140924603
530	0.08138952085
531	0.08136827389
532	0.08132900165
533	0.08128774216
534	0.08123969787
535	0.0812029273
536	0.08116742997
537	0.08111661356
538	0.08110552798
539	0.08107738996
540	0.08105110338
541	0.0810034353
542	0.0809652581
543	0.08093195524
544	0.08089277029
545	0.08087389385
546	0.08082322024
547	0.08076540947
548	0.08072122189
549	0.08069557833
550	0.08066815915
551	0.08062481778
552	0.08058671436
553	0.08054946908
554	0.08052295806
555	0.08048866149
556	0.08044791273
557	0.08042467084
558	0.08039849704
559	0.08037410957
560	0.08034573199
561	0.0803195393
562	0.08028449216
563	0.08025049033
564	0.0802319263
565	0.08022869068
566	0.08018351382
567	0.08017346373
568	0.08013771657
569	0.08009877111
570	0.08009491735
571	0.08008386623
572	0.08004466145
573	0.0799974926
574	0.07996493266
575	0.07991739225
576	0.0798955858
577	0.07987120495
578	0.07983443831
579	0.07976992073
580	0.07973152491
581	0.07967196236
582	0.07965058974
583	0.07962002586
584	0.07958451314
585	0.07956549397
586	0.07952662127
587	0.07949544527
588	0.07945048075
589	0.07942612226
590	0.07941751572
591	0.07938742403
592	0.07935195282
593	0.07931387977
594	0.07927254708
595	0.07924162649
596	0.07922075251
597	0.07918243093
598	0.07915125058
599	0.07912421081
600	0.07910209083
601	0.07907247447
602	0.07901538234
603	0.07898588746
604	0.07894679755
605	0.07890661218
606	0.07887835452
607	0.07881394581
608	0.07879653745
609	0.07874270418
610	0.07871242558
611	0.07870920318
612	0.07867597595
613	0.07864845033
614	0.07861094755
615	0.07858684343
616	0.0785496179
617	0.0785074202
618	0.07848203153
619	0.07846113049
620	0.07844024153
621	0.07840537591
622	0.07837259738
623	0.07832060745
624	0.07828227097
625	0.07826594197
626	0.07823968176
627	0.07819844071
628	0.07815711107
629	0.07812546167
630	0.07809884065
631	0.07808277663
632	0.0780527107
633	0.0780037585
634	0.077970908
635	0.07794026014
636	0.07789924092
637	0.07787176785
638	0.07784384263
639	0.0778133776
640	0.07778759689
641	0.07775338317
642	0.07771766532
643	0.077698171
644	0.07766585169
645	0.07764276401
646	0.07762258587
647	0.07759143085
648	0.0775713044
649	0.07754025467
650	0.07753624854
651	0.07751230977
652	0.07748402095
653	0.0774516529
654	0.07739151104
655	0.07736070516
656	0.07731748806
657	0.07731344174
658	0.07728404937
659	0.07726619641
660	0.07722900778
661	0.07722485728
662	0.07719488221
663	0.07716970396
664	0.07714859527
665	0.07713036246
666	0.07710939458
667	0.07707949687
668	0.07707404676
669	0.07705687702
670	0.07703189362
671	0.07702028912
672	0.0769780774
673	0.07696472678
674	0.07695499668
675	0.07691815703
676	0.07688621383
677	0.07687155411
678	0.07684524899
679	0.07682434098
680	0.07680400106
681	0.0767946905
682	0.07677240152
683	0.07674649871
684	0.07671512927
685	0.07669408506
686	0.076645641
687	0.07661956605
688	0.07659957475
689	0.07657847433
690	0.07655750114
691	0.076534613
692	0.07651223986
693	0.07649223777
694	0.07647800716
695	0.07647067022
696	0.0764443316
697	0.07640860444
698	0.07638165614
699	0.07637464264
700	0.07635536521
701	0.07631683258
702	0.07630216563
703	0.07628598962
704	0.07626565352
705	0.07623848192
706	0.07621048088
707	0.07620199557
708	0.07618953058
709	0.076187088
710	0.07615362746
711	0.07613241566
712	0.07610362001
713	0.07610096336
714	0.07610092063
715	0.07609746928
716	0.07606850863
717	0.07605011405
718	0.07601907085
719	0.07600506344
720	0.07598638768
721	0.07595721879
722	0.07594515194
723	0.07591271707
724	0.07588724711
725	0.07587827184
726	0.07585142283
727	0.07583260861
728	0.0758106183
729	0.07579063849
730	0.07578216153
731	0.07575269187
732	0.07571505804
733	0.0756935326
734	0.07567058694
735	0.07564762987
736	0.07561361916
737	0.07559776131
738	0.07556158424
739	0.075518849
740	0.07549444717
741	0.07547325182
742	0.07544894085
743	0.0754248482
744	0.07542043926
745	0.07539765719
746	0.07535077502
747	0.07532337757
748	0.07528647195
749	0.07527689832
750	0.07525025181
751	0.07522749195
752	0.07519440752
753	0.07517723395
754	0.07514851324
755	0.07510560664
756	0.07506162226
757	0.07505604257
758	0.0750192318
759	0.07498944252
760	0.07494370306
761	0.07492653001
762	0.07489607074
763	0.07484110095
764	0.07480414902
765	0.07477991359
766	0.07475993908
767	0.07472366272
768	0.07467853416
769	0.0746512596
770	0.0746429505
771	0.07461260897
772	0.07460377452
773	0.07456041662
774	0.07453132937
775	0.07451112329
776	0.07448111184
777	0.07446838082
778	0.07446414896
779	0.07444465743
780	0.07444155687
781	0.07443088517
782	0.07439025433
783	0.07437165236
784	0.07433456643
785	0.07432434803
786	0.07429710376
787	0.07427345069
788	0.07424386444
789	0.07422601374
790	0.07418392167
791	0.07416346593
792	0.07413809493
793	0.07412635407
794	0.07410114293
795	0.07406371506
796	0.07404145036
797	0.07400016031
798	0.07396422658
799	0.07392955214
800	0.07392953395
801	0.07392950123
802	0.07392951437
803	0.0739293325
804	0.07392827838
805	0.07388858722
806	0.07386996801
807	0.07384942255
808	0.07381317621
809	0.07380500304
810	0.073778448
811	0.07375976779
812	0.07373212982
813	0.07369288259
814	0.07366165705
815	0.07364789324
816	0.07362822271
817	0.07359363564
818	0.07356632036
819	0.07354265571
820	0.07352241212
821	0.07349319102
822	0.07346801452
823	0.0734291976
824	0.07340507354
825	0.07336801659
826	0.07335379929
827	0.07331169532
828	0.07328397215
829	0.07326834856
830	0.07323945336
831	0.07321522854
832	0.07318498857
833	0.07315402074
834	0.07314522857
835	0.07313660584
836	0.07310242588
837	0.073078227
838	0.07305474327
839	0.07303927049
840	0.07300337851
841	0.07298142396
842	0.07297129251
843	0.07292774778
844	0.0729087226
845	0.07288196922
846	0.07286387226
847	0.07284449117
848	0.07282223847
849	0.07281617685
850	0.07278932888
851	0.07275696092
852	0.07271592054
853	0.07270347131
854	0.07268335007
855	0.07266668152
856	0.07263922446
857	0.07261813397
858	0.07260008216
859	0.07258421594
860	0.07255742219
861	0.07253100428
862	0.07250231385
863	0.07248468585
864	0.07246609137
865	0.07243717048
866	0.07240870336
867	0.07239397072
868	0.07238053821
869	0.07236221096
870	0.07234049178
871	0.07231464539
872	0.07229520809
873	0.07227624679
874	0.07225301342
875	0.07223698422
876	0.07222312538
877	0.0721982162
878	0.07218856748
879	0.0721623667
880	0.07214140404
881	0.07211797765
882	0.07209882414
883	0.07209629479
884	0.07207217422
885	0.07204369622
886	0.07203616372
887	0.07201919485
888	0.07200458512
889	0.07197778522
890	0.07195713871
891	0.07192019428
892	0.07189230402
893	0.07187810083
894	0.07186124917
895	0.07183591488
896	0.07181189778
897	0.07179535514
898	0.07176652269
899	0.07172159018
900	0.07170397949
901	0.0716795681
902	0.07165908859
903	0.07164121979
904	0.07162065189
905	0.07159659466
906	0.07157318876
907	0.07154733118
908	0.07152383448
909	0.07150043743
910	0.0714934859
911	0.07147526579
912	0.07145071324
913	0.07143002749
914	0.07140336149
915	0.07137353731
916	0.07135060278
917	0.07132220023
918	0.07130166242
919	0.07128742607
920	0.07125967958
921	0.07123271544
922	0.07121390425
923	0.07119096468
924	0.071173073
925	0.07114097394
926	0.07111594624
927	0.07109503911
928	0.07105920648
929	0.07103398098
930	0.071010511
931	0.0709972031
932	0.07097933944
933	0.0709585403
934	0.07093489583
935	0.0709212757
936	0.07090999397
937	0.0708854328
938	0.07086831624
939	0.07085352441
940	0.07083197966
941	0.07081856298
942	0.07081855037
943	0.07080575416
944	0.07078002079
945	0.07076366455
946	0.0707390892
947	0.070708616
948	0.07068414064
949	0.07065696868
950	0.0706452313
951	0.07061456839
952	0.07059929098
953	0.07059407923
954	0.07057131127
955	0.07055387106
956	0.07052427924
957	0.07048693101
958	0.07047171312
959	0.07044708799
960	0.070436252
961	0.07041258944
962	0.07038543428
963	0.07036168451
964	0.07034817568
965	0.07032348955
966	0.07031637598
967	0.07030124651
968	0.07028676502
969	0.07026180302
970	0.0702264197
971	0.07020515333
972	0.07018538434
973	0.07016039238
974	0.07012470655
975	0.07009742677
976	0.07007326514
977	0.07005085754
978	0.07004971216
979	0.07002723185
980	0.07000969635
981	0.06998895917
982	0.0699794439
983	0.06996191154
984	0.06993913936
985	0.06993689059
986	0.0699109417
987	0.06989196717
988	0.06987526571
989	0.06985657521
990	0.06984099469
991	0.0698136786
992	0.069799502
993	0.06979766392
994	0.06978465608
995	0.06977176451
996	0.06975214088
997	0.06973621879
998	0.06971563924
999	0.06969265257
